# i, j, phi
3.700000000000000000e+01 2.600000000000000000e+01 3.750940991001238452e-03
3.700000000000000000e+01 2.700000000000000000e+01 3.682323432752729851e-03
3.700000000000000000e+01 2.800000000000000000e+01 3.573814820895275177e-03
3.700000000000000000e+01 2.900000000000000000e+01 3.431281715708056190e-03
3.700000000000000000e+01 3.000000000000000000e+01 3.262384791980806140e-03
3.700000000000000000e+01 3.100000000000000000e+01 3.074172324046452014e-03
3.700000000000000000e+01 3.200000000000000000e+01 2.873874756854237923e-03
3.700000000000000000e+01 3.300000000000000000e+01 2.667037931067502751e-03
3.700000000000000000e+01 3.400000000000000000e+01 2.458765458356390078e-03
3.700000000000000000e+01 3.500000000000000000e+01 2.252380432793871928e-03
3.700000000000000000e+01 3.600000000000000000e+01 2.050788790752077536e-03
3.700000000000000000e+01 3.700000000000000000e+01 1.855428026125367173e-03
3.700000000000000000e+01 3.800000000000000000e+01 1.667586504962849511e-03
3.700000000000000000e+01 3.900000000000000000e+01 1.487483463263567212e-03
3.700000000000000000e+01 4.000000000000000000e+01 1.315382601235067948e-03
3.700000000000000000e+01 4.100000000000000000e+01 1.150779184525596403e-03
3.700000000000000000e+01 4.200000000000000000e+01 9.933774587447938200e-04
3.700000000000000000e+01 4.300000000000000000e+01 8.423312529999469299e-04
3.700000000000000000e+01 4.400000000000000000e+01 6.970374782173071855e-04
3.700000000000000000e+01 4.500000000000000000e+01 5.565049187273965513e-04
3.700000000000000000e+01 4.600000000000000000e+01 4.199973371914064398e-04
3.700000000000000000e+01 4.700000000000000000e+01 2.866702483699733964e-04
3.700000000000000000e+01 4.800000000000000000e+01 1.574763918843950328e-04
3.700000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
3.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
3.800000000000000000e+01 1.000000000000000000e+00 1.319754580967940824e-04
3.800000000000000000e+01 2.000000000000000000e+00 2.401931087272047389e-04
3.800000000000000000e+01 3.000000000000000000e+00 3.517767904576455610e-04
3.800000000000000000e+01 4.000000000000000000e+00 4.658672132516500255e-04
3.800000000000000000e+01 5.000000000000000000e+00 5.831348780483629852e-04
3.800000000000000000e+01 6.000000000000000000e+00 7.041284279777804307e-04
3.800000000000000000e+01 7.000000000000000000e+00 8.296348215352144151e-04
3.800000000000000000e+01 8.000000000000000000e+00 9.600946964683973722e-04
3.800000000000000000e+01 9.000000000000000000e+00 1.096179926592881493e-03
3.800000000000000000e+01 1.000000000000000000e+01 1.238091454684970638e-03
3.800000000000000000e+01 1.100000000000000000e+01 1.386256328261370983e-03
3.800000000000000000e+01 1.200000000000000000e+01 1.540469522504792944e-03
3.800000000000000000e+01 1.300000000000000000e+01 1.700652073501221148e-03
3.800000000000000000e+01 1.400000000000000000e+01 1.865889049372549150e-03
3.800000000000000000e+01 1.500000000000000000e+01 2.035303519010825662e-03
3.800000000000000000e+01 1.600000000000000000e+01 2.206907515828462549e-03
3.800000000000000000e+01 1.700000000000000000e+01 2.378589552112276868e-03
3.800000000000000000e+01 1.800000000000000000e+01 2.546911597482563652e-03
3.800000000000000000e+01 1.900000000000000000e+01 2.708273841174780629e-03
3.800000000000000000e+01 2.000000000000000000e+01 2.857725372326670992e-03
3.800000000000000000e+01 2.100000000000000000e+01 2.990417033772843017e-03
3.800000000000000000e+01 2.200000000000000000e+01 3.100643614221005370e-03
3.800000000000000000e+01 2.300000000000000000e+01 3.183625596880277665e-03
3.800000000000000000e+01 2.400000000000000000e+01 3.234742055555366817e-03
3.800000000000000000e+01 2.500000000000000000e+01 3.251472613916200471e-03
3.800000000000000000e+01 2.600000000000000000e+01 3.232452137275285131e-03
3.800000000000000000e+01 2.700000000000000000e+01 3.179034169205069947e-03
3.800000000000000000e+01 2.800000000000000000e+01 3.093713104176276218e-03
3.800000000000000000e+01 2.900000000000000000e+01 2.981084505550512641e-03
3.800000000000000000e+01 3.000000000000000000e+01 2.845918923100092257e-03
3.800000000000000000e+01 3.100000000000000000e+01 2.693897380167660158e-03
3.800000000000000000e+01 3.200000000000000000e+01 2.529846960488702553e-03
3.800000000000000000e+01 3.300000000000000000e+01 2.358692627731133040e-03
3.800000000000000000e+01 3.400000000000000000e+01 2.184025312425831328e-03
3.800000000000000000e+01 3.500000000000000000e+01 2.009249346301169008e-03
3.800000000000000000e+01 3.600000000000000000e+01 1.836452368702809739e-03
3.800000000000000000e+01 3.700000000000000000e+01 1.667586451902527316e-03
3.800000000000000000e+01 3.800000000000000000e+01 1.503517807715376142e-03
3.800000000000000000e+01 3.900000000000000000e+01 1.345126008273858902e-03
3.800000000000000000e+01 4.000000000000000000e+01 1.192459598644409749e-03
3.800000000000000000e+01 4.100000000000000000e+01 1.045660964066649551e-03
3.800000000000000000e+01 4.200000000000000000e+01 9.043120480021689693e-04
3.800000000000000000e+01 4.300000000000000000e+01 7.681397382166791233e-04
3.800000000000000000e+01 4.400000000000000000e+01 6.364439561995303540e-04
3.800000000000000000e+01 4.500000000000000000e+01 5.087400185679966796e-04
3.800000000000000000e+01 4.600000000000000000e+01 3.841895950100714910e-04
3.800000000000000000e+01 4.700000000000000000e+01 2.619935150765765751e-04
3.800000000000000000e+01 4.800000000000000000e+01 1.396426284190035907e-04
3.800000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
3.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
3.900000000000000000e+01 1.000000000000000000e+00 1.162097296387656236e-04
3.900000000000000000e+01 2.000000000000000000e+00 2.179958027072513788e-04
3.900000000000000000e+01 3.000000000000000000e+00 3.195779806565810931e-04
3.900000000000000000e+01 4.000000000000000000e+00 4.230255859329079288e-04
3.900000000000000000e+01 5.000000000000000000e+00 5.289585222517698788e-04
3.900000000000000000e+01 6.000000000000000000e+00 6.380553126902653929e-04
3.900000000000000000e+01 7.000000000000000000e+00 7.506755121739092053e-04
3.900000000000000000e+01 8.000000000000000000e+00 8.673928010435288504e-04
3.900000000000000000e+01 9.000000000000000000e+00 9.884066621738095415e-04
3.900000000000000000e+01 1.000000000000000000e+01 1.114081237724789779e-03
3.900000000000000000e+01 1.100000000000000000e+01 1.244309533372022197e-03
3.900000000000000000e+01 1.200000000000000000e+01 1.379134262252596551e-03
3.900000000000000000e+01 1.300000000000000000e+01 1.517919091760534887e-03
3.900000000000000000e+01 1.400000000000000000e+01 1.660151484380303780e-03
3.900000000000000000e+01 1.500000000000000000e+01 1.804467354336393263e-03
3.900000000000000000e+01 1.600000000000000000e+01 1.949532861032478304e-03
3.900000000000000000e+01 1.700000000000000000e+01 2.092995180961974410e-03
3.900000000000000000e+01 1.800000000000000000e+01 2.232489440383494689e-03
3.900000000000000000e+01 1.900000000000000000e+01 2.364580739165956982e-03
3.900000000000000000e+01 2.000000000000000000e+01 2.485947993516094551e-03
3.900000000000000000e+01 2.100000000000000000e+01 2.592417735093210766e-03
3.900000000000000000e+01 2.200000000000000000e+01 2.680348345654349259e-03
3.900000000000000000e+01 2.300000000000000000e+01 2.745794930186569883e-03
3.900000000000000000e+01 2.400000000000000000e+01 2.786089645023501898e-03
3.900000000000000000e+01 2.500000000000000000e+01 2.798945538325048766e-03
3.900000000000000000e+01 2.600000000000000000e+01 2.783979640823550268e-03
3.900000000000000000e+01 2.700000000000000000e+01 2.741563345477448545e-03
3.900000000000000000e+01 2.800000000000000000e+01 2.673952786743565100e-03
3.900000000000000000e+01 2.900000000000000000e+01 2.583810696087667294e-03
3.900000000000000000e+01 3.000000000000000000e+01 2.475056716552592653e-03
3.900000000000000000e+01 3.100000000000000000e+01 2.351317571528342351e-03
3.900000000000000000e+01 3.200000000000000000e+01 2.216750658134329990e-03
3.900000000000000000e+01 3.300000000000000000e+01 2.074659528227100046e-03
3.900000000000000000e+01 3.400000000000000000e+01 1.928444989635628949e-03
3.900000000000000000e+01 3.500000000000000000e+01 1.780466512337655887e-03
3.900000000000000000e+01 3.600000000000000000e+01 1.633038580686926996e-03
3.900000000000000000e+01 3.700000000000000000e+01 1.487482924898981661e-03
3.900000000000000000e+01 3.800000000000000000e+01 1.345125762833319699e-03
3.900000000000000000e+01 3.900000000000000000e+01 1.206484023829779584e-03
3.900000000000000000e+01 4.000000000000000000e+01 1.072132034887595363e-03
3.900000000000000000e+01 4.100000000000000000e+01 9.420058778605360991e-04
3.900000000000000000e+01 4.200000000000000000e+01 8.161876747203731164e-04
3.900000000000000000e+01 4.300000000000000000e+01 6.942752725284444216e-04
3.900000000000000000e+01 4.400000000000000000e+01 5.760358952347412881e-04
3.900000000000000000e+01 4.500000000000000000e+01 4.608791282835243502e-04
3.900000000000000000e+01 4.600000000000000000e+01 3.484052188151566228e-04
3.900000000000000000e+01 4.700000000000000000e+01 2.380837768836980965e-04
3.900000000000000000e+01 4.800000000000000000e+01 1.308802583513768252e-04
3.900000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
4.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+01 1.000000000000000000e+00 1.080014776207541564e-04
4.000000000000000000e+01 2.000000000000000000e+00 1.964414328127952591e-04
4.000000000000000000e+01 3.000000000000000000e+00 2.874175395371140313e-04
4.000000000000000000e+01 4.000000000000000000e+00 3.801056447346805138e-04
4.000000000000000000e+01 5.000000000000000000e+00 4.749395799710848980e-04
4.000000000000000000e+01 6.000000000000000000e+00 5.722205878869649322e-04
4.000000000000000000e+01 7.000000000000000000e+00 6.724414858679212759e-04
4.000000000000000000e+01 8.000000000000000000e+00 7.757758689596634801e-04
4.000000000000000000e+01 9.000000000000000000e+00 8.825842490123945311e-04
4.000000000000000000e+01 1.000000000000000000e+01 9.927997922395813846e-04
4.000000000000000000e+01 1.100000000000000000e+01 1.106546003687770494e-03
4.000000000000000000e+01 1.200000000000000000e+01 1.223406852628142368e-03
4.000000000000000000e+01 1.300000000000000000e+01 1.343095868284779459e-03
4.000000000000000000e+01 1.400000000000000000e+01 1.464670484451571254e-03
4.000000000000000000e+01 1.500000000000000000e+01 1.587296710260505551e-03
4.000000000000000000e+01 1.600000000000000000e+01 1.709343664930263948e-03
4.000000000000000000e+01 1.700000000000000000e+01 1.829251115892502463e-03
4.000000000000000000e+01 1.800000000000000000e+01 1.944602283072785617e-03
4.000000000000000000e+01 1.900000000000000000e+01 2.053136320864813128e-03
4.000000000000000000e+01 2.000000000000000000e+01 2.151787028891450054e-03
4.000000000000000000e+01 2.100000000000000000e+01 2.237883944054126079e-03
4.000000000000000000e+01 2.200000000000000000e+01 2.308249897390936799e-03
4.000000000000000000e+01 2.300000000000000000e+01 2.360538259542220747e-03
4.000000000000000000e+01 2.400000000000000000e+01 2.392336175465533277e-03
4.000000000000000000e+01 2.500000000000000000e+01 2.402554241538869956e-03
4.000000000000000000e+01 2.600000000000000000e+01 2.390407408280397980e-03
4.000000000000000000e+01 2.700000000000000000e+01 2.356674598543316915e-03
4.000000000000000000e+01 2.800000000000000000e+01 2.302419164678977913e-03
4.000000000000000000e+01 2.900000000000000000e+01 2.230032287665929553e-03
4.000000000000000000e+01 3.000000000000000000e+01 2.141857964993846165e-03
4.000000000000000000e+01 3.100000000000000000e+01 2.041045485632623970e-03
4.000000000000000000e+01 3.200000000000000000e+01 1.930254118875591399e-03
4.000000000000000000e+01 3.300000000000000000e+01 1.812528427429412493e-03
4.000000000000000000e+01 3.400000000000000000e+01 1.690121831425532312e-03
4.000000000000000000e+01 3.500000000000000000e+01 1.565425859222650340e-03
4.000000000000000000e+01 3.600000000000000000e+01 1.439979484182017265e-03
4.000000000000000000e+01 3.700000000000000000e+01 1.315382218953845862e-03
4.000000000000000000e+01 3.800000000000000000e+01 1.192459475084568787e-03
4.000000000000000000e+01 3.900000000000000000e+01 1.072132219164314681e-03
4.000000000000000000e+01 4.000000000000000000e+01 9.546624200721367994e-04
4.000000000000000000e+01 4.100000000000000000e+01 8.404181792809364534e-04
4.000000000000000000e+01 4.200000000000000000e+01 7.292847689915357787e-04
4.000000000000000000e+01 4.300000000000000000e+01 6.212763916923006976e-04
4.000000000000000000e+01 4.400000000000000000e+01 5.160129018631820540e-04
4.000000000000000000e+01 4.500000000000000000e+01 4.132911160825836878e-04
4.000000000000000000e+01 4.600000000000000000e+01 3.125850857505852788e-04
4.000000000000000000e+01 4.700000000000000000e+01 2.134004546377922399e-04
4.000000000000000000e+01 4.800000000000000000e+01 1.138178415730538100e-04
4.000000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
4.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
4.100000000000000000e+01 1.000000000000000000e+00 9.293854944432400605e-05
4.100000000000000000e+01 2.000000000000000000e+00 1.742450605081174064e-04
4.100000000000000000e+01 3.000000000000000000e+00 2.552036369452419001e-04
4.100000000000000000e+01 4.000000000000000000e+00 3.373832985321085034e-04
4.100000000000000000e+01 5.000000000000000000e+00 4.211772239247134168e-04
4.100000000000000000e+01 6.000000000000000000e+00 5.070191521358457425e-04
4.100000000000000000e+01 7.000000000000000000e+00 5.950738552145715772e-04
4.100000000000000000e+01 8.000000000000000000e+00 6.856705548822911427e-04
4.100000000000000000e+01 9.000000000000000000e+00 7.788146178421138021e-04
4.100000000000000000e+01 1.000000000000000000e+01 8.746416572853975540e-04
4.100000000000000000e+01 1.100000000000000000e+01 9.728984468651913700e-04
4.100000000000000000e+01 1.200000000000000000e+01 1.073462084930953400e-03
4.100000000000000000e+01 1.300000000000000000e+01 1.175680495926470373e-03
4.100000000000000000e+01 1.400000000000000000e+01 1.279041886764275583e-03
4.100000000000000000e+01 1.500000000000000000e+01 1.382411240875055201e-03
4.100000000000000000e+01 1.600000000000000000e+01 1.484773450451623913e-03
4.100000000000000000e+01 1.700000000000000000e+01 1.584418842219602417e-03
4.100000000000000000e+01 1.800000000000000000e+01 1.679791982303651971e-03
4.100000000000000000e+01 1.900000000000000000e+01 1.768669487533275526e-03
4.100000000000000000e+01 2.000000000000000000e+01 1.849098009708576148e-03
4.100000000000000000e+01 2.100000000000000000e+01 1.918635641513722267e-03
4.100000000000000000e+01 2.200000000000000000e+01 1.975343468926584693e-03
4.100000000000000000e+01 2.300000000000000000e+01 2.017067323368829535e-03
4.100000000000000000e+01 2.400000000000000000e+01 2.042517146426705600e-03
4.100000000000000000e+01 2.500000000000000000e+01 2.050459072175090693e-03
4.100000000000000000e+01 2.600000000000000000e+01 2.040783014296857108e-03
4.100000000000000000e+01 2.700000000000000000e+01 2.013590076700622847e-03
4.100000000000000000e+01 2.800000000000000000e+01 1.970090754191927956e-03
4.100000000000000000e+01 2.900000000000000000e+01 1.911568397229104202e-03
4.100000000000000000e+01 3.000000000000000000e+01 1.840157335665448595e-03
4.100000000000000000e+01 3.100000000000000000e+01 1.757780821675893577e-03
4.100000000000000000e+01 3.200000000000000000e+01 1.666876310710357261e-03
4.100000000000000000e+01 3.300000000000000000e+01 1.569376648617902808e-03
4.100000000000000000e+01 3.400000000000000000e+01 1.467482811073478333e-03
4.100000000000000000e+01 3.500000000000000000e+01 1.362746191688227757e-03
4.100000000000000000e+01 3.600000000000000000e+01 1.256843146600731664e-03
4.100000000000000000e+01 3.700000000000000000e+01 1.150779245773971915e-03
4.100000000000000000e+01 3.800000000000000000e+01 1.045660809239868164e-03
4.100000000000000000e+01 3.900000000000000000e+01 9.420055541051931434e-04
4.100000000000000000e+01 4.000000000000000000e+01 8.404169968720436512e-04
4.100000000000000000e+01 4.100000000000000000e+01 7.410044964354986887e-04
4.100000000000000000e+01 4.200000000000000000e+01 6.440058312697512872e-04
4.100000000000000000e+01 4.300000000000000000e+01 5.492586600998644770e-04
4.100000000000000000e+01 4.400000000000000000e+01 4.567288376849491251e-04
4.100000000000000000e+01 4.500000000000000000e+01 3.660831386368500586e-04
4.100000000000000000e+01 4.600000000000000000e+01 2.771335526655904205e-04
4.100000000000000000e+01 4.700000000000000000e+01 1.895711748465516572e-04
4.100000000000000000e+01 4.800000000000000000e+01 1.042767110069854272e-04
4.100000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
4.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
4.200000000000000000e+01 1.000000000000000000e+00 8.400485879486740450e-05
4.200000000000000000e+01 2.000000000000000000e+00 1.527160794147501457e-04
4.200000000000000000e+01 3.000000000000000000e+00 2.232542565946400541e-04
4.200000000000000000e+01 4.000000000000000000e+00 2.949097348044626564e-04
4.200000000000000000e+01 5.000000000000000000e+00 3.679422417022355459e-04
4.200000000000000000e+01 6.000000000000000000e+00 4.424999155219801737e-04
4.200000000000000000e+01 7.000000000000000000e+00 5.188803752495951696e-04
4.200000000000000000e+01 8.000000000000000000e+00 5.971132396565193750e-04
4.200000000000000000e+01 9.000000000000000000e+00 6.773786622923104765e-04
4.200000000000000000e+01 1.000000000000000000e+01 7.595038995127273472e-04
4.200000000000000000e+01 1.100000000000000000e+01 8.434823375693160322e-04
4.200000000000000000e+01 1.200000000000000000e+01 9.288776903446975758e-04
4.200000000000000000e+01 1.300000000000000000e+01 1.015394647598786637e-03
4.200000000000000000e+01 1.400000000000000000e+01 1.102238040874206756e-03
4.200000000000000000e+01 1.500000000000000000e+01 1.188766859860245460e-03
4.200000000000000000e+01 1.600000000000000000e+01 1.273765248959087123e-03
4.200000000000000000e+01 1.700000000000000000e+01 1.356186274395144520e-03
4.200000000000000000e+01 1.800000000000000000e+01 1.434403216697850095e-03
4.200000000000000000e+01 1.900000000000000000e+01 1.507046037667378498e-03
4.200000000000000000e+01 2.000000000000000000e+01 1.572226128529404269e-03
4.200000000000000000e+01 2.100000000000000000e+01 1.628460201364298476e-03
4.200000000000000000e+01 2.200000000000000000e+01 1.673921076763205257e-03
4.200000000000000000e+01 2.300000000000000000e+01 1.707414341917779443e-03
4.200000000000000000e+01 2.400000000000000000e+01 1.727593725113276205e-03
4.200000000000000000e+01 2.500000000000000000e+01 1.733967240587170298e-03
4.200000000000000000e+01 2.600000000000000000e+01 1.726053622931066284e-03
4.200000000000000000e+01 2.700000000000000000e+01 1.704332131929061668e-03
4.200000000000000000e+01 2.800000000000000000e+01 1.669271699181612296e-03
4.200000000000000000e+01 2.900000000000000000e+01 1.622200960605802659e-03
4.200000000000000000e+01 3.000000000000000000e+01 1.564312370874051950e-03
4.200000000000000000e+01 3.100000000000000000e+01 1.497410562519242358e-03
4.200000000000000000e+01 3.200000000000000000e+01 1.422970643340877930e-03
4.200000000000000000e+01 3.300000000000000000e+01 1.342867072139877164e-03
4.200000000000000000e+01 3.400000000000000000e+01 1.258461490240469528e-03
4.200000000000000000e+01 3.500000000000000000e+01 1.171364332566575015e-03
4.200000000000000000e+01 3.600000000000000000e+01 1.082605552208311568e-03
4.200000000000000000e+01 3.700000000000000000e+01 9.933768370045689775e-04
4.200000000000000000e+01 3.800000000000000000e+01 9.043116358310185690e-04
4.200000000000000000e+01 3.900000000000000000e+01 8.161876834944622105e-04
4.200000000000000000e+01 4.000000000000000000e+01 7.292846403886390008e-04
4.200000000000000000e+01 4.100000000000000000e+01 6.440062909536292722e-04
4.200000000000000000e+01 4.200000000000000000e+01 5.603680310555309756e-04
4.200000000000000000e+01 4.300000000000000000e+01 4.785016960755926105e-04
4.200000000000000000e+01 4.400000000000000000e+01 3.982165432260998555e-04
4.200000000000000000e+01 4.500000000000000000e+01 3.194633499806526678e-04
4.200000000000000000e+01 4.600000000000000000e+01 2.419275166852256811e-04
4.200000000000000000e+01 4.700000000000000000e+01 1.653139141596001447e-04
4.200000000000000000e+01 4.800000000000000000e+01 8.822015177612414522e-05
4.200000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
4.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
4.300000000000000000e+01 1.000000000000000000e+00 6.980304656621770141e-05
4.300000000000000000e+01 2.000000000000000000e+00 1.308104527762316038e-04
4.300000000000000000e+01 3.000000000000000000e+00 1.914479690672634446e-04
4.300000000000000000e+01 4.000000000000000000e+00 2.528387287939967438e-04
4.300000000000000000e+01 5.000000000000000000e+00 3.152176051360742397e-04
4.300000000000000000e+01 6.000000000000000000e+00 3.788608643417929779e-04
4.300000000000000000e+01 7.000000000000000000e+00 4.438093113322528170e-04
4.300000000000000000e+01 8.000000000000000000e+00 5.102566030197789150e-04
4.300000000000000000e+01 9.000000000000000000e+00 5.781079696301106999e-04
4.300000000000000000e+01 1.000000000000000000e+01 6.474183637825398725e-04
4.300000000000000000e+01 1.100000000000000000e+01 7.178947728057263758e-04
4.300000000000000000e+01 1.200000000000000000e+01 7.894109906542952967e-04
4.300000000000000000e+01 1.300000000000000000e+01 8.613977907413458484e-04
4.300000000000000000e+01 1.400000000000000000e+01 9.334830626000115801e-04
4.300000000000000000e+01 1.500000000000000000e+01 1.004795207730444775e-03
4.300000000000000000e+01 1.600000000000000000e+01 1.074666844900746534e-03
4.300000000000000000e+01 1.700000000000000000e+01 1.141900382639070332e-03
4.300000000000000000e+01 1.800000000000000000e+01 1.205565723377208633e-03
4.300000000000000000e+01 1.900000000000000000e+01 1.264216391908121488e-03
4.300000000000000000e+01 2.000000000000000000e+01 1.316773724639310828e-03
4.300000000000000000e+01 2.100000000000000000e+01 1.361742377524712650e-03
4.300000000000000000e+01 2.200000000000000000e+01 1.398139147762354284e-03
4.300000000000000000e+01 2.300000000000000000e+01 1.424683269917905891e-03
4.300000000000000000e+01 2.400000000000000000e+01 1.440791195208144648e-03
4.300000000000000000e+01 2.500000000000000000e+01 1.445700078683816257e-03
4.300000000000000000e+01 2.600000000000000000e+01 1.439457468341744832e-03
4.300000000000000000e+01 2.700000000000000000e+01 1.422008464952453704e-03
4.300000000000000000e+01 2.800000000000000000e+01 1.394103569807990774e-03
4.300000000000000000e+01 2.900000000000000000e+01 1.356316550902501557e-03
4.300000000000000000e+01 3.000000000000000000e+01 1.309907358141384950e-03
4.300000000000000000e+01 3.100000000000000000e+01 1.255856674661634574e-03
4.300000000000000000e+01 3.200000000000000000e+01 1.195650358515866441e-03
4.300000000000000000e+01 3.300000000000000000e+01 1.130356346607896143e-03
4.300000000000000000e+01 3.400000000000000000e+01 1.061400017368329752e-03
4.300000000000000000e+01 3.500000000000000000e+01 9.897153348344934175e-04
4.300000000000000000e+01 3.600000000000000000e+01 9.164726024724533177e-04
4.300000000000000000e+01 3.700000000000000000e+01 8.423304980507908971e-04
4.300000000000000000e+01 3.800000000000000000e+01 7.681392999355142904e-04
4.300000000000000000e+01 3.900000000000000000e+01 6.942746934505562417e-04
4.300000000000000000e+01 4.000000000000000000e+01 6.212754515672356615e-04
4.300000000000000000e+01 4.100000000000000000e+01 5.492588873977053993e-04
4.300000000000000000e+01 4.200000000000000000e+01 4.785019428450752797e-04
4.300000000000000000e+01 4.300000000000000000e+01 4.089383888001668329e-04
4.300000000000000000e+01 4.400000000000000000e+01 3.406438816384752899e-04
4.300000000000000000e+01 4.500000000000000000e+01 2.734260340725826535e-04
4.300000000000000000e+01 4.600000000000000000e+01 2.072215668770463893e-04
4.300000000000000000e+01 4.700000000000000000e+01 1.418632027999837766e-04
4.300000000000000000e+01 4.800000000000000000e+01 7.807223737358618082e-05
4.300000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
4.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
4.400000000000000000e+01 1.000000000000000000e+00 6.025825595125764323e-05
4.400000000000000000e+01 2.000000000000000000e+00 1.095040796154251201e-04
4.400000000000000000e+01 3.000000000000000000e+00 1.599809452191183854e-04
4.400000000000000000e+01 4.000000000000000000e+00 2.111400157444315165e-04
4.400000000000000000e+01 5.000000000000000000e+00 2.631302241333747659e-04
4.400000000000000000e+01 6.000000000000000000e+00 3.160074850283174077e-04
4.400000000000000000e+01 7.000000000000000000e+00 3.699524937290233750e-04
4.400000000000000000e+01 8.000000000000000000e+00 4.249185799680445502e-04
4.400000000000000000e+01 9.000000000000000000e+00 4.810031830784033784e-04
4.400000000000000000e+01 1.000000000000000000e+01 5.380137755017655064e-04
4.400000000000000000e+01 1.100000000000000000e+01 5.959269594745857058e-04
4.400000000000000000e+01 1.200000000000000000e+01 6.543586504245121676e-04
4.400000000000000000e+01 1.300000000000000000e+01 7.131049205844808194e-04
4.400000000000000000e+01 1.400000000000000000e+01 7.715542314016123147e-04
4.400000000000000000e+01 1.500000000000000000e+01 8.293000097388406391e-04
4.400000000000000000e+01 1.600000000000000000e+01 8.854855409759092343e-04
4.400000000000000000e+01 1.700000000000000000e+01 9.394928507769993026e-04
4.400000000000000000e+01 1.800000000000000000e+01 9.902475503354164332e-04
4.400000000000000000e+01 1.900000000000000000e+01 1.036992960140781369e-03
4.400000000000000000e+01 2.000000000000000000e+01 1.078553632568158551e-03
4.400000000000000000e+01 2.100000000000000000e+01 1.114157453189284878e-03
4.400000000000000000e+01 2.200000000000000000e+01 1.142712248882752453e-03
4.400000000000000000e+01 2.300000000000000000e+01 1.163652963929548640e-03
4.400000000000000000e+01 2.400000000000000000e+01 1.176165832423698180e-03
4.400000000000000000e+01 2.500000000000000000e+01 1.180074699230529304e-03
4.400000000000000000e+01 2.600000000000000000e+01 1.175037612933179775e-03
4.400000000000000000e+01 2.700000000000000000e+01 1.161395813084035175e-03
4.400000000000000000e+01 2.800000000000000000e+01 1.139310737169919223e-03
4.400000000000000000e+01 2.900000000000000000e+01 1.109578347655288625e-03
4.400000000000000000e+01 3.000000000000000000e+01 1.072763217146536661e-03
4.400000000000000000e+01 3.100000000000000000e+01 1.029943958836007515e-03
4.400000000000000000e+01 3.200000000000000000e+01 9.818853412615249476e-04
4.400000000000000000e+01 3.300000000000000000e+01 9.297533046444179418e-04
4.400000000000000000e+01 3.400000000000000000e+01 8.743008520907992335e-04
4.400000000000000000e+01 3.500000000000000000e+01 8.165841131143225691e-04
4.400000000000000000e+01 3.600000000000000000e+01 7.572175804206884246e-04
4.400000000000000000e+01 3.700000000000000000e+01 6.970370823435185744e-04
4.400000000000000000e+01 3.800000000000000000e+01 6.364434437018507513e-04
4.400000000000000000e+01 3.900000000000000000e+01 5.760358075112440935e-04
4.400000000000000000e+01 4.000000000000000000e+01 5.160125498000565480e-04
4.400000000000000000e+01 4.100000000000000000e+01 4.567290115388035064e-04
4.400000000000000000e+01 4.200000000000000000e+01 3.982172287836235826e-04
4.400000000000000000e+01 4.300000000000000000e+01 3.406442446196356099e-04
4.400000000000000000e+01 4.400000000000000000e+01 2.839112918361200210e-04
4.400000000000000000e+01 4.500000000000000000e+01 2.280475023839196962e-04
4.400000000000000000e+01 4.600000000000000000e+01 1.728627157847883197e-04
4.400000000000000000e+01 4.700000000000000000e+01 1.182029343137108214e-04
4.400000000000000000e+01 4.800000000000000000e+01 6.310672768550189119e-05
4.400000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
4.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
4.500000000000000000e+01 1.000000000000000000e+00 4.697391535768148359e-05
4.500000000000000000e+01 2.000000000000000000e+00 8.799493374299566847e-05
4.500000000000000000e+01 3.000000000000000000e+00 1.287172107127175188e-04
4.500000000000000000e+01 4.000000000000000000e+00 1.698660782646542954e-04
4.500000000000000000e+01 5.000000000000000000e+00 2.115742385602538986e-04
4.500000000000000000e+01 6.000000000000000000e+00 2.539927146257995932e-04
4.500000000000000000e+01 7.000000000000000000e+00 2.971280883573547632e-04
4.500000000000000000e+01 8.000000000000000000e+00 3.410706186785462317e-04
4.500000000000000000e+01 9.000000000000000000e+00 3.857293995999062442e-04
4.500000000000000000e+01 1.000000000000000000e+01 4.311086639929107098e-04
4.500000000000000000e+01 1.100000000000000000e+01 4.769902196559346616e-04
4.500000000000000000e+01 1.200000000000000000e+01 5.232579754147095689e-04
4.500000000000000000e+01 1.300000000000000000e+01 5.695250229954468887e-04
